6,5.756
5.875,5.552
5.75,5.35
5.625,5.56
5.5,5.334
5.375,5.103
5.25,4.821
5.125,4.611
5,4.313
4.875,4.218
4.75,3.952
4.625,3.119
4.5,2.893
4.375,2.354
4.25,1.882
4.125,1.431
4,0.904
3.875,0.354
3.75,-0.197
