6.125,5.2
6,5.075
5.875,4.95
5.75,5.029
5.625,4.601
5.5,4.326
5.375,4.134
5.25,4.119
5.125,4.299
5,3.792
4.875,3.381
4.75,3.42
4.625,3.988
4.5,3.443
4.375,3.025
4.25,2.386
4.125,2.274
4,1.819
3.875,1.353
