5,4.104
4.875,3.95
4.75,3.745
4.625,3.649
4.5,3.861
4.375,3.546
4.25,3.21
4.125,2.598
4,2.105
3.875,1.652
3.75,1.146
3.625,0.827
3.5,0.436
3.375,0.013
3.25,-0.465
3.125,-1.02
3,-1.666
