4.5,2.604
4.375,2.252
4.25,2.464
4.125,2.181
4,1.855
3.875,1.499
3.75,1.124
3.625,0.469
3.5,0.198
3.375,-0.0900000000000001
3.25,-0.483
3.125,-1.151
3,-2.088
2.875,-2.852
2.75,-3.417
