4.75,3.375
4.625,3.103
4.5,3.137
4.375,3.161
4.25,2.684
4.125,2.146
4,1.767
3.875,1.511
3.75,1.253
3.625,0.561
3.5,0.358
3.375,-0.042
3.25,-0.27
