4.5,2.77
4.375,2.498
4.25,2.695
4.125,2.487
4,2.113
3.875,1.757
3.75,1.54
3.625,0.706
3.5,0.614
3.375,0.326
3.25,-0.066
3.125,-0.995
3,-1.955
2.875,-2.513
2.75,-3.078
